study_id,segment,code_main_cat,code_main,code_identifiers
4223,resistant,exclusion,not clinical case in human patient,NA
4224,"in italy, a few cases of ndm-1 producing e.coli and k.pneumoniae have been reported during 2009 and 2011",exclusion, not first case in country,NA
4229,table 1 antimicrobial susceptibility of 40 klebsiella pneumoniae isolates.,exclusion, not first case in country,NA
4234,abstract,exclusion, not full text article,NA
4261,we report the dissemination in several colombian hospitals of two predominant lineages of extensively drug-resistant (xdr) carbapenemase-producing p. aeruginosa strains.,exclusion, not first case in country,NA
4261,clonal dissemination and the presence of mobile genetic elements likely explain the successful spread of xdr p. aeruginosa strains in colombia,exclusion, not first case in country,NA
4262,letter to the editor,exclusion, not full text article,NA
4265,high prevalence of,exclusion,not clinical case in human patient,NA
4283,"tem-187, a new extended-spectrum -lactamase with weak activity in a prote",exclusion,not clinical case in human patient,NA
4363,research letters,exclusion, not full text article,NA
4382,we performed a retrospective extended-spectrum β-lactamase (esbl) molecular characterization of proteus mirabilis  isolates recovered from urine of spinal cord injury patients.,exclusion, not first case in country,NA
4383,few reports have described the recovery of e. coli isolates in cf patients,exclusion, not first case in country,NA
442,this study is the first description of a new nitroimidazole resistance gene in p. baroniae which seems to be silent and which might be intrinsic in this species.,exclusion, not first case in country,NA
4436,methicillin-resistant  staphylococcus aureus a new pandemic?,exclusion,review article,NA
4444,"in conclusion, this is the first report of four clinical linezolidresistant mrcons in which a cfr-carrying plasmid previously found in staphylococci from food producing animal was detected.",exclusion, not first case in country,NA
4470,68,patient,age,NA
4470,woman,patient,sex,NA
4470,swelling,patient,symptoms,NA
4470,diabetes mellitu,patient,comorbidities,NA
4470,"hypothyroidism,",patient,comorbidities,NA
4470,"rheumatoid arthritis,",patient,comorbidities,NA
4470,anticardiolipin antibody syndrom,patient,comorbidities,NA
4470,died,patient,outcome,NA
4470,persistent methicillin-resistant staphylococcus aureus (mrsa) bacteremia due to a linezolid “tolerant” strai,exclusion,did not name location of case,NA
4536,"the global emergence of vancomycin-resistant enterococcus faecium (vrefm) has been characterized by a clonal spread of strains belonging to clonal complex 17 (cc17). genetic features and clonal relationships of 53 vrefm isolated from patients in 2 hospitals in ribeirao preto, são paulo, brazil, during 2005–2010 were determined as a contribution to the brazilian evolutionary history of these nosocomial pathogens.",exclusion, not first case in country,NA
4602,"this lineage was first detected in fatal infections and skin diseases in healthy individuals from north american communities [9]. however, in brazil it has gradually replaced well-established lineages in the hospital environment, and usa400/cc1 isolates have shown higher antimicrobial resistance rates than other sccmec iv isolates [10].",exclusion, not first case in country,NA
4602,this lineage was first detected in fatal infections and skin diseases in healthy individuals from north american communities [9],NA,references for follow up,NA
4602,"9. mcdougal lk, steward cd, killgore ge, chaitram jm, mcallister sk, tenover fc. pulsed-field gel electrophoresis typing of oxacillin-resistant staphylococcus aureus isolates from the united states: establishing a national database. j clin microbiol. 2003;41:5113–20.",NA,references for follow up,NA
4682,ora l pr e s en ta tion,exclusion, not full text article,NA
470,"all strains were susceptible to vancomycin and metronidazole but high levels of resistance to clindamycin were found, especially among serogroups g and d. co-existence of different ribotypes and serogroups in the same individual was observed. the new seven ribotypes found in this investigation may represent strains characteristic of this region of brazil",exclusion, not first case in country,NA
471,the present work contributes with valuable information concerning the epidemiology of c. difficile in brazil and highlights that the new ribotypes detected may represent ribotypes specifically found in children from our geographic region,exclusion, not first case in country,NA
474,effects of ciprofloxacin on the expression and production of exotoxins by clostridium difficile,exclusion, no resistance or did not name antibiotic/antibiotic,NA
4747,multidrug-resistant tuberculosis: case reports study in a central state of brazil,exclusion,review article,NA
4748,xtensively drug-resistant tuberculosis: a case report and literature review,exclusion,review article,NA
4765,emergence of a gyra mutation,exclusion, not first case in country,NA
4765,emergence of a gyra mutation,NA,notes,NA
4775,change of point mutations in helicobacter pylori rrna associated with clarithromycin resistance in italy,exclusion, not first case in country,NA
4783,oral presentation,exclusion, not full text article,NA
480,correspondence,exclusion, not full text article,NA
4821,the spread of multidrug-resistant pseudomonas aeruginosa in brazilian hospitals has greatly impacted upon  the morbidity and mortality of individuals in intensive care units,exclusion, not first case in country,NA
4841,po st er pr e s en ta tion,exclusion, not full text article,NA
4891,acinetobacter  baumannii,bacteria,binomial (genus species),NA
4891,mdr-a. baumannii,bacteria,resistance marker,NA
4891,(mdr-ab) (isolate 1),bacteria,resistance marker,NA
4891,"we  report here the first outbreak of ndm-1-producing ab  in europe, which occurred in a french surgical intensive-care unit in january to may 2013.",NA,article/study aim,NA
4891,liver decompensation,patient,symptoms,NA
4891,respiratory failure,patient,symptoms,NA
4891,meropenem,NA,drug resisted,a
4891,imipenem,NA,drug resisted,b
4891,doripenem,NA,drug resisted,c
4891,ciprofloxacin,NA,drug resisted,d
4891,gentamicin,NA,drug resisted,e
4891,"we report the first outbreak of carbapenem-resistant  ndm-1-producing acinetobacter baumannii in europe,  in a french intensive-care unit in january to may 2013.",NA,article/study aim,NA
4891,tobramycin,NA,drug resisted,f
4891,trimethoprimsulfamethoxazole,NA,drug resisted,g
4891,>32,NA,mic,a
4891,>32,NA,mic,b
4891,>32,NA,mic,c
4891,>32,NA,mic,d
4891,32,NA,mic,e
4891,24,NA,mic,f
4891,>32,NA,mic,g
4891,female,patient,sex,NA
4891,early 80s,patient,age,NA
4891,"identification of the seven mdr-ab strains at the species level was confirmed by 16s rna sequencing (data  not shown). their antimicrobial susceptibilities were  tested by minimum inhibitory concentration (mic)  determination (etest, biomérieux, france) (table) and  interpreted according to eucast guidelines [5]. all  isolates exhibited a high level of resistance to penicillins, broad-spectrum cephalosporins, carbapenems,  fluoroquinolones and trimethoprim-sulfamethoxazole.",NA,notes,NA
4891,penicillins,NA,drug resisted,NA
4891,broad-spectrum cephalosporins,NA,drug resisted,NA
4891,carbapenems,NA,drug resisted,NA
4891,fluoroquinolones,NA,drug resisted,NA
4891,trimethoprim-sulfamethoxazole,NA,drug resisted,NA
4891,blandm-1 gene,bacteria,resistance marker,NA
4891,end-stage cirrhosis,patient,comorbidities,NA
4891,st85,bacteria,resistance marker,NA
4891,"since 2010, ndm-producing mdr-ab has been identified in various parts of the world, in particular in  north africa and the middle east [8,13-17].",NA,references for follow up,NA
4891,"a series of  imported cases have been identified recently in europe,  such as in the czech republic, germany, slovenia,  switzerland and belgium [8,13,14,17].",NA,references for follow up,NA
4891,"in france, the  emergence of an ndm-1-producing mdr-ab strain  originating from north africa was recently highlighted  [15,17].",NA,references for follow up,NA
